"","variable","activity","subject","average"
"3105","fBodyAccJerk-std-Z","SITTING",15,-0.987694113559322
"3106","fBodyAccJerk-std-Z","SITTING",16,-0.984362469130435
"3107","fBodyAccJerk-std-Z","SITTING",17,-0.99081824828125
"3108","fBodyAccJerk-std-Z","SITTING",18,-0.990141676315789
"3109","fBodyAccJerk-std-Z","SITTING",19,-0.988151915753425
"3110","fBodyAccJerk-std-Z","SITTING",20,-0.978458923030303
"3111","fBodyAccJerk-std-Z","SITTING",21,-0.986845672352941
"3112","fBodyAccJerk-std-Z","SITTING",22,-0.981272224354839
"3113","fBodyAccJerk-std-Z","SITTING",23,-0.977936447205882
"3114","fBodyAccJerk-std-Z","SITTING",24,-0.986008449264706
"3115","fBodyAccJerk-std-Z","SITTING",25,-0.989156105538462
"3116","fBodyAccJerk-std-Z","SITTING",26,-0.990693114358974
"3117","fBodyAccJerk-std-Z","SITTING",27,-0.989282516857143
"3118","fBodyAccJerk-std-Z","SITTING",28,-0.978327769444444
"3119","fBodyAccJerk-std-Z","SITTING",29,-0.990445861666667
"3120","fBodyAccJerk-std-Z","SITTING",30,-0.988971211935484
"3121","fBodyAccJerk-std-Z","STANDING",1,-0.992349818113208
"3122","fBodyAccJerk-std-Z","STANDING",2,-0.984599905185185
"3123","fBodyAccJerk-std-Z","STANDING",3,-0.975595949508197
"3124","fBodyAccJerk-std-Z","STANDING",4,-0.976229505535714
"3125","fBodyAccJerk-std-Z","STANDING",5,-0.96807230125
"3126","fBodyAccJerk-std-Z","STANDING",6,-0.969895845789474
"3127","fBodyAccJerk-std-Z","STANDING",7,-0.974533710754717
"3128","fBodyAccJerk-std-Z","STANDING",8,-0.984465744444444
"3129","fBodyAccJerk-std-Z","STANDING",9,-0.972588748666667
"3130","fBodyAccJerk-std-Z","STANDING",10,-0.979428729090909
"3131","fBodyAccJerk-std-Z","STANDING",11,-0.990378149574468
"3132","fBodyAccJerk-std-Z","STANDING",12,-0.978792832786885
"3133","fBodyAccJerk-std-Z","STANDING",13,-0.987871530526316
"3134","fBodyAccJerk-std-Z","STANDING",14,-0.973594305166667
"3135","fBodyAccJerk-std-Z","STANDING",15,-0.986654459433962
"3136","fBodyAccJerk-std-Z","STANDING",16,-0.98865796025641
"3137","fBodyAccJerk-std-Z","STANDING",17,-0.991450377692308
"3138","fBodyAccJerk-std-Z","STANDING",18,-0.989275839041096
"3139","fBodyAccJerk-std-Z","STANDING",19,-0.987524587534247
"3140","fBodyAccJerk-std-Z","STANDING",20,-0.963973097671233
"3141","fBodyAccJerk-std-Z","STANDING",21,-0.979723339662921
"3142","fBodyAccJerk-std-Z","STANDING",22,-0.984305238253968
"3143","fBodyAccJerk-std-Z","STANDING",23,-0.976241315882353
"3144","fBodyAccJerk-std-Z","STANDING",24,-0.979936740869565
"3145","fBodyAccJerk-std-Z","STANDING",25,-0.987898048378378
"3146","fBodyAccJerk-std-Z","STANDING",26,-0.987428086216216
"3147","fBodyAccJerk-std-Z","STANDING",27,-0.98820826225
"3148","fBodyAccJerk-std-Z","STANDING",28,-0.973572051898734
"3149","fBodyAccJerk-std-Z","STANDING",29,-0.991316374615385
"3150","fBodyAccJerk-std-Z","STANDING",30,-0.973954338305085
"3151","fBodyAccJerk-std-Z","WALKING",1,-0.534713440421053
"3152","fBodyAccJerk-std-Z","WALKING",2,-0.615898188474576
"3153","fBodyAccJerk-std-Z","WALKING",3,-0.543529108103448
"3154","fBodyAccJerk-std-Z","WALKING",4,-0.772359087333333
"3155","fBodyAccJerk-std-Z","WALKING",5,-0.633429995714286
"3156","fBodyAccJerk-std-Z","WALKING",6,-0.608624354210526
"3157","fBodyAccJerk-std-Z","WALKING",7,-0.190751539207018
"3158","fBodyAccJerk-std-Z","WALKING",8,-0.4044825094375
"3159","fBodyAccJerk-std-Z","WALKING",9,-0.419104362884615
"3160","fBodyAccJerk-std-Z","WALKING",10,-0.558512650188679
"3161","fBodyAccJerk-std-Z","WALKING",11,-0.747564612033898
"3162","fBodyAccJerk-std-Z","WALKING",12,-0.5314863218
"3163","fBodyAccJerk-std-Z","WALKING",13,-0.406173351578947
"3164","fBodyAccJerk-std-Z","WALKING",14,-0.528889535084746
"3165","fBodyAccJerk-std-Z","WALKING",15,-0.723051140740741
"3166","fBodyAccJerk-std-Z","WALKING",16,-0.45663628254902
"3167","fBodyAccJerk-std-Z","WALKING",17,-0.543872996229508
"3168","fBodyAccJerk-std-Z","WALKING",18,-0.664327149285714
"3169","fBodyAccJerk-std-Z","WALKING",19,-0.227829841936346
"3170","fBodyAccJerk-std-Z","WALKING",20,-0.427690451960784
"3171","fBodyAccJerk-std-Z","WALKING",21,-0.443563412692308
"3172","fBodyAccJerk-std-Z","WALKING",22,-0.343195610652174
"3173","fBodyAccJerk-std-Z","WALKING",23,-0.00623647528983051
"3174","fBodyAccJerk-std-Z","WALKING",24,-0.511115619482759
"3175","fBodyAccJerk-std-Z","WALKING",25,-0.690413386081081
"3176","fBodyAccJerk-std-Z","WALKING",26,-0.396530418305085
"3177","fBodyAccJerk-std-Z","WALKING",27,-0.417957993859649
"3178","fBodyAccJerk-std-Z","WALKING",28,-0.574579748518519
"3179","fBodyAccJerk-std-Z","WALKING",29,-0.529034897169811
"3180","fBodyAccJerk-std-Z","WALKING",30,-0.575410267076923
"3181","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",1,-0.401721464285714
"3182","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",2,-0.408227423191489
"3183","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",3,-0.613525074285714
"3184","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",4,-0.668867334444444
"3185","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",5,-0.551178075319149
"3186","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",6,-0.389057047125
"3187","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",7,-0.397774503468085
"3188","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",8,-0.0846674186842105
"3189","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",9,-0.425377408333333
"3190","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",10,-0.396147929736842
"3191","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",11,-0.628902742826087
"3192","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",12,-0.544461425869565
"3193","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",13,-0.356579475531915
"3194","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",14,-0.244857128202222
"3195","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",15,-0.461599141904762
"3196","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",16,-0.36402669587234
"3197","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",17,-0.573043711086957
"3198","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",18,-0.678751080363636
"3199","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",19,-0.0983930104846154
"3200","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",20,-0.405294896466667
"3201","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",21,-0.293237567085333
"3202","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",22,-0.535893778333333
"3203","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",23,-0.09851956305
"3204","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",24,-0.328569968545455
"3205","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",25,-0.734990064137931
"3206","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",26,-0.3967016908
"3207","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",27,-0.474755492045455
"3208","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",28,-0.48848835173913
"3209","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",29,-0.547320886875
"3210","fBodyAccJerk-std-Z","WALKING_DOWNSTAIRS",30,-0.535515048387097
"3211","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",1,-0.726040200754717
"3212","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",2,-0.625090981458333
"3213","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",3,-0.738705863898305
"3214","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",4,-0.762772175
"3215","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",5,-0.668825711276596
"3216","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",6,-0.571673957058824
"3217","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",7,-0.631919608823529
"3218","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",8,-0.508248316829268
"3219","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",9,-0.677831082857143
"3220","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",10,-0.662894135319149
"3221","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",11,-0.803845087037037
"3222","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",12,-0.750114855961538
"3223","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",13,-0.689235778909091
"3224","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",14,-0.391077873148148
"3225","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",15,-0.783004506458333
"3226","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",16,-0.620123586470588
"3227","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",17,-0.680325770833333
"3228","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",18,-0.784728430344828
"3229","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",19,-0.50771620575
"3230","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",20,-0.533201712745098
"3231","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",21,-0.603127367234043
"3232","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",22,-0.528567802619048
"3233","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",23,-0.46895638372549
"3234","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",24,-0.562727123050847
"3235","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",25,-0.830526636615385
"3236","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",26,-0.715726893818182
"3237","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",27,-0.657139420784314
"3238","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",28,-0.68790763372549
"3239","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",29,-0.710116591836735
"3240","fBodyAccJerk-std-Z","WALKING_UPSTAIRS",30,-0.78475388
"3241","fBodyAccMag-mean","LAYING",1,-0.8617676481
"3242","fBodyAccMag-mean","LAYING",2,-0.975110196458333
"3243","fBodyAccMag-mean","LAYING",3,-0.96552427516129
"3244","fBodyAccMag-mean","LAYING",4,-0.939389701296296
"3245","fBodyAccMag-mean","LAYING",5,-0.962234984038462
"3246","fBodyAccMag-mean","LAYING",6,-0.91235165222807
"3247","fBodyAccMag-mean","LAYING",7,-0.927976880634615
"3248","fBodyAccMag-mean","LAYING",8,-0.932279645518518
"3249","fBodyAccMag-mean","LAYING",9,-0.9266042952
"3250","fBodyAccMag-mean","LAYING",10,-0.950848109137931
"3251","fBodyAccMag-mean","LAYING",11,-0.973994004561404
"3252","fBodyAccMag-mean","LAYING",12,-0.9438674399
"3253","fBodyAccMag-mean","LAYING",13,-0.959535493548387
"3254","fBodyAccMag-mean","LAYING",14,-0.899463668843137
"3255","fBodyAccMag-mean","LAYING",15,-0.956001034027778
"3256","fBodyAccMag-mean","LAYING",16,-0.968020521285714
"3257","fBodyAccMag-mean","LAYING",17,-0.961046326338028
"3258","fBodyAccMag-mean","LAYING",18,-0.986788412
"3259","fBodyAccMag-mean","LAYING",19,-0.971957401325301
"3260","fBodyAccMag-mean","LAYING",20,-0.952827071323529
"3261","fBodyAccMag-mean","LAYING",21,-0.953769071222222
"3262","fBodyAccMag-mean","LAYING",22,-0.929818990972222
"3263","fBodyAccMag-mean","LAYING",23,-0.967747053194444
"3264","fBodyAccMag-mean","LAYING",24,-0.973171068055556
"3265","fBodyAccMag-mean","LAYING",25,-0.774481943616438
"3266","fBodyAccMag-mean","LAYING",26,-0.969269114078947
"3267","fBodyAccMag-mean","LAYING",27,-0.981389017702703
"3268","fBodyAccMag-mean","LAYING",28,-0.961035587625
"3269","fBodyAccMag-mean","LAYING",29,-0.986800645362319
"3270","fBodyAccMag-mean","LAYING",30,-0.962840820428571
"3271","fBodyAccMag-mean","SITTING",1,-0.947782922553192
"3272","fBodyAccMag-mean","SITTING",2,-0.96127374826087
"3273","fBodyAccMag-mean","SITTING",3,-0.904185725576923
"3274","fBodyAccMag-mean","SITTING",4,-0.929002095
"3275","fBodyAccMag-mean","SITTING",5,-0.936290604545455
"3276","fBodyAccMag-mean","SITTING",6,-0.935750391272727
"3277","fBodyAccMag-mean","SITTING",7,-0.90895677625
"3278","fBodyAccMag-mean","SITTING",8,-0.947981783478261
"3279","fBodyAccMag-mean","SITTING",9,-0.8977181972
"3280","fBodyAccMag-mean","SITTING",10,-0.955281010740741
"3281","fBodyAccMag-mean","SITTING",11,-0.953066009056604
"3282","fBodyAccMag-mean","SITTING",12,-0.955944253137255
"3283","fBodyAccMag-mean","SITTING",13,-0.956901559653061
"3284","fBodyAccMag-mean","SITTING",14,-0.940589853333333
"3285","fBodyAccMag-mean","SITTING",15,-0.949752001322034
"3286","fBodyAccMag-mean","SITTING",16,-0.958335480724638
"3287","fBodyAccMag-mean","SITTING",17,-0.973626755
"3288","fBodyAccMag-mean","SITTING",18,-0.984781467192982
"3289","fBodyAccMag-mean","SITTING",19,-0.962632577945206
"3290","fBodyAccMag-mean","SITTING",20,-0.946913451666667
"3291","fBodyAccMag-mean","SITTING",21,-0.974829227058824
"3292","fBodyAccMag-mean","SITTING",22,-0.943078237096774
"3293","fBodyAccMag-mean","SITTING",23,-0.945837830147059
"3294","fBodyAccMag-mean","SITTING",24,-0.968905031470588
"3295","fBodyAccMag-mean","SITTING",25,-0.967017992615385
"3296","fBodyAccMag-mean","SITTING",26,-0.952411043717949
"3297","fBodyAccMag-mean","SITTING",27,-0.974766466714286
"3298","fBodyAccMag-mean","SITTING",28,-0.953928124027778
"3299","fBodyAccMag-mean","SITTING",29,-0.973346531833333
"3300","fBodyAccMag-mean","SITTING",30,-0.959923388064516
"3301","fBodyAccMag-mean","STANDING",1,-0.985356361132075
"3302","fBodyAccMag-mean","STANDING",2,-0.964052166481482
"3303","fBodyAccMag-mean","STANDING",3,-0.926968932295082
"3304","fBodyAccMag-mean","STANDING",4,-0.917614014821429
"3305","fBodyAccMag-mean","STANDING",5,-0.9046413925
"3306","fBodyAccMag-mean","STANDING",6,-0.945949804035088
"3307","fBodyAccMag-mean","STANDING",7,-0.945611450377358
"3308","fBodyAccMag-mean","STANDING",8,-0.953746070740741
"3309","fBodyAccMag-mean","STANDING",9,-0.946330171777778
"3310","fBodyAccMag-mean","STANDING",10,-0.9401101675
"3311","fBodyAccMag-mean","STANDING",11,-0.982255413617021
"3312","fBodyAccMag-mean","STANDING",12,-0.945217802786885
"3313","fBodyAccMag-mean","STANDING",13,-0.972393559473684
"3314","fBodyAccMag-mean","STANDING",14,-0.949715059833333
"3315","fBodyAccMag-mean","STANDING",15,-0.960337344339623
"3316","fBodyAccMag-mean","STANDING",16,-0.971082558076923
"3317","fBodyAccMag-mean","STANDING",17,-0.980967748205128
"3318","fBodyAccMag-mean","STANDING",18,-0.976797646027397
"3319","fBodyAccMag-mean","STANDING",19,-0.968910788767123
"3320","fBodyAccMag-mean","STANDING",20,-0.921225595205479
"3321","fBodyAccMag-mean","STANDING",21,-0.962291334157303
"3322","fBodyAccMag-mean","STANDING",22,-0.949044483015873
"3323","fBodyAccMag-mean","STANDING",23,-0.957986177058823
"3324","fBodyAccMag-mean","STANDING",24,-0.960066088115942
"3325","fBodyAccMag-mean","STANDING",25,-0.972355393243243
"3326","fBodyAccMag-mean","STANDING",26,-0.970605250405405
"3327","fBodyAccMag-mean","STANDING",27,-0.973186182375
"3328","fBodyAccMag-mean","STANDING",28,-0.929146479367089
"3329","fBodyAccMag-mean","STANDING",29,-0.984548094769231
"3330","fBodyAccMag-mean","STANDING",30,-0.932047450677966
"3331","fBodyAccMag-mean","WALKING",1,-0.128623450629474
"3332","fBodyAccMag-mean","WALKING",2,-0.324289427932203
"3333","fBodyAccMag-mean","WALKING",3,-0.290031535172414
"3334","fBodyAccMag-mean","WALKING",4,-0.450804558333333
"3335","fBodyAccMag-mean","WALKING",5,-0.304992488892857
"3336","fBodyAccMag-mean","WALKING",6,-0.201386607649123
"3337","fBodyAccMag-mean","WALKING",7,-0.151243649578947
"3338","fBodyAccMag-mean","WALKING",8,-0.09521728274375
"3339","fBodyAccMag-mean","WALKING",9,-0.318801022711538
"3340","fBodyAccMag-mean","WALKING",10,-0.0930237422792453
"3341","fBodyAccMag-mean","WALKING",11,-0.458514062542373
"3342","fBodyAccMag-mean","WALKING",12,-0.153116002784
"3343","fBodyAccMag-mean","WALKING",13,-0.23460086645614
"3344","fBodyAccMag-mean","WALKING",14,-0.373516771016949
"3345","fBodyAccMag-mean","WALKING",15,-0.275156242062037
"3346","fBodyAccMag-mean","WALKING",16,-0.410463241960784
"3347","fBodyAccMag-mean","WALKING",17,-0.429380043442623
"3348","fBodyAccMag-mean","WALKING",18,-0.424386734107143
"3349","fBodyAccMag-mean","WALKING",19,0.0322272296217308
"3350","fBodyAccMag-mean","WALKING",20,-0.00353341793921569
"3351","fBodyAccMag-mean","WALKING",21,-0.251266388923077
"3352","fBodyAccMag-mean","WALKING",22,-0.0241584964891304
"3353","fBodyAccMag-mean","WALKING",23,-0.0942606311677966
"3354","fBodyAccMag-mean","WALKING",24,-0.434618912068966
"3355","fBodyAccMag-mean","WALKING",25,-0.566060023108108
"3356","fBodyAccMag-mean","WALKING",26,-0.379836742711864
"3357","fBodyAccMag-mean","WALKING",27,-0.327229405789474
"3358","fBodyAccMag-mean","WALKING",28,-0.352156841666667
"3359","fBodyAccMag-mean","WALKING",29,-0.235683305566038
"3360","fBodyAccMag-mean","WALKING",30,-0.342363772923077
"3361","fBodyAccMag-mean","WALKING_DOWNSTAIRS",1,0.0965845343040816
"3362","fBodyAccMag-mean","WALKING_DOWNSTAIRS",2,0.293424826591489
"3363","fBodyAccMag-mean","WALKING_DOWNSTAIRS",3,0.0289413195612245
"3364","fBodyAccMag-mean","WALKING_DOWNSTAIRS",4,-0.01907433524
"3365","fBodyAccMag-mean","WALKING_DOWNSTAIRS",5,0.155742168808511
"3366","fBodyAccMag-mean","WALKING_DOWNSTAIRS",6,0.395958034583333
"3367","fBodyAccMag-mean","WALKING_DOWNSTAIRS",7,0.218911066191489
"3368","fBodyAccMag-mean","WALKING_DOWNSTAIRS",8,0.301626757315789
"3369","fBodyAccMag-mean","WALKING_DOWNSTAIRS",9,0.222203941
"3370","fBodyAccMag-mean","WALKING_DOWNSTAIRS",10,0.220115703368421
"3371","fBodyAccMag-mean","WALKING_DOWNSTAIRS",11,0.0902807576630435
"3372","fBodyAccMag-mean","WALKING_DOWNSTAIRS",12,0.148017269434783
"3373","fBodyAccMag-mean","WALKING_DOWNSTAIRS",13,0.0528791880659574
"3374","fBodyAccMag-mean","WALKING_DOWNSTAIRS",14,0.471905155133333
"3375","fBodyAccMag-mean","WALKING_DOWNSTAIRS",15,0.331150229285714
"3376","fBodyAccMag-mean","WALKING_DOWNSTAIRS",16,0.114032088546809
"3377","fBodyAccMag-mean","WALKING_DOWNSTAIRS",17,0.0580680522108696
"3378","fBodyAccMag-mean","WALKING_DOWNSTAIRS",18,-0.241973534781818
"3379","fBodyAccMag-mean","WALKING_DOWNSTAIRS",19,0.586637550769231
"3380","fBodyAccMag-mean","WALKING_DOWNSTAIRS",20,0.151887747217778
"3381","fBodyAccMag-mean","WALKING_DOWNSTAIRS",21,0.239895893822222
"3382","fBodyAccMag-mean","WALKING_DOWNSTAIRS",22,0.155526858911111
"3383","fBodyAccMag-mean","WALKING_DOWNSTAIRS",23,0.364829993351852
"3384","fBodyAccMag-mean","WALKING_DOWNSTAIRS",24,-0.0231701626603636
"3385","fBodyAccMag-mean","WALKING_DOWNSTAIRS",25,-0.288154787517241
"3386","fBodyAccMag-mean","WALKING_DOWNSTAIRS",26,0.075101684668
"3387","fBodyAccMag-mean","WALKING_DOWNSTAIRS",27,0.149816459227273
"3388","fBodyAccMag-mean","WALKING_DOWNSTAIRS",28,0.188840007695652
"3389","fBodyAccMag-mean","WALKING_DOWNSTAIRS",29,0.115973968158333
"3390","fBodyAccMag-mean","WALKING_DOWNSTAIRS",30,0.00410151034354839
"3391","fBodyAccMag-mean","WALKING_UPSTAIRS",1,-0.352395944716981
"3392","fBodyAccMag-mean","WALKING_UPSTAIRS",2,-0.14531853915625
"3393","fBodyAccMag-mean","WALKING_UPSTAIRS",3,-0.315866079491525
"3394","fBodyAccMag-mean","WALKING_UPSTAIRS",4,-0.276825498230769
"3395","fBodyAccMag-mean","WALKING_UPSTAIRS",5,-0.169261525
"3396","fBodyAccMag-mean","WALKING_UPSTAIRS",6,-0.0819479396203922
"3397","fBodyAccMag-mean","WALKING_UPSTAIRS",7,-0.378618761568627
"3398","fBodyAccMag-mean","WALKING_UPSTAIRS",8,-0.13026451905122
"3399","fBodyAccMag-mean","WALKING_UPSTAIRS",9,-0.372890348979592
"3400","fBodyAccMag-mean","WALKING_UPSTAIRS",10,-0.166866721574468
"3401","fBodyAccMag-mean","WALKING_UPSTAIRS",11,-0.336061027407407
"3402","fBodyAccMag-mean","WALKING_UPSTAIRS",12,-0.290005418653846
"3403","fBodyAccMag-mean","WALKING_UPSTAIRS",13,-0.367522800909091
"3404","fBodyAccMag-mean","WALKING_UPSTAIRS",14,-0.0759851813333333
"3405","fBodyAccMag-mean","WALKING_UPSTAIRS",15,-0.165242147958333
"3406","fBodyAccMag-mean","WALKING_UPSTAIRS",16,-0.370649738235294
"3407","fBodyAccMag-mean","WALKING_UPSTAIRS",17,-0.150305643291667
"3408","fBodyAccMag-mean","WALKING_UPSTAIRS",18,-0.436561064482759
"3409","fBodyAccMag-mean","WALKING_UPSTAIRS",19,-0.07962876322
"3410","fBodyAccMag-mean","WALKING_UPSTAIRS",20,-0.205009295196078
"3411","fBodyAccMag-mean","WALKING_UPSTAIRS",21,-0.257894449148936
"3412","fBodyAccMag-mean","WALKING_UPSTAIRS",22,-0.0866905123880952
"3413","fBodyAccMag-mean","WALKING_UPSTAIRS",23,-0.231382662235294
"3414","fBodyAccMag-mean","WALKING_UPSTAIRS",24,-0.322300989322034
"3415","fBodyAccMag-mean","WALKING_UPSTAIRS",25,-0.527907561538462
"3416","fBodyAccMag-mean","WALKING_UPSTAIRS",26,-0.167566383372727
"3417","fBodyAccMag-mean","WALKING_UPSTAIRS",27,-0.393928937058824
"3418","fBodyAccMag-mean","WALKING_UPSTAIRS",28,-0.213519364760784
"3419","fBodyAccMag-mean","WALKING_UPSTAIRS",29,-0.108306402963265
"3420","fBodyAccMag-mean","WALKING_UPSTAIRS",30,-0.400588353846154
"3421","fBodyAccMag-meanFreq","LAYING",1,0.08640856294
"3422","fBodyAccMag-meanFreq","LAYING",2,0.2662982125
"3423","fBodyAccMag-meanFreq","LAYING",3,0.236990127870968
"3424","fBodyAccMag-meanFreq","LAYING",4,0.241697899814815
"3425","fBodyAccMag-meanFreq","LAYING",5,0.292032094967308
"3426","fBodyAccMag-meanFreq","LAYING",6,0.1446050868
"3427","fBodyAccMag-meanFreq","LAYING",7,-0.129091025169231
"3428","fBodyAccMag-meanFreq","LAYING",8,0.0484988463518519
"3429","fBodyAccMag-meanFreq","LAYING",9,-0.085609052452
"3430","fBodyAccMag-meanFreq","LAYING",10,0.260388946262069
"3431","fBodyAccMag-meanFreq","LAYING",11,0.336010660578947
"3432","fBodyAccMag-meanFreq","LAYING",12,0.0818083852738333
"3433","fBodyAccMag-meanFreq","LAYING",13,0.0815111222612903
"3434","fBodyAccMag-meanFreq","LAYING",14,-0.131771172645098
"3435","fBodyAccMag-meanFreq","LAYING",15,0.127358410820833
"3436","fBodyAccMag-meanFreq","LAYING",16,-0.121302340485714
"3437","fBodyAccMag-meanFreq","LAYING",17,-0.0494678208816901
"3438","fBodyAccMag-meanFreq","LAYING",18,0.339472649138462
"3439","fBodyAccMag-meanFreq","LAYING",19,0.168481196584337
"3440","fBodyAccMag-meanFreq","LAYING",20,0.187758018548529
"3441","fBodyAccMag-meanFreq","LAYING",21,-0.101802808811111
"3442","fBodyAccMag-meanFreq","LAYING",22,0.0988290426666667
"3443","fBodyAccMag-meanFreq","LAYING",23,0.0359321171277778
"3444","fBodyAccMag-meanFreq","LAYING",24,0.0811245566805556
"3445","fBodyAccMag-meanFreq","LAYING",25,-0.241575056393973
"3446","fBodyAccMag-meanFreq","LAYING",26,0.277268278907895
"3447","fBodyAccMag-meanFreq","LAYING",27,0.368679681202703
"3448","fBodyAccMag-meanFreq","LAYING",28,0.038386092475
"3449","fBodyAccMag-meanFreq","LAYING",29,0.435846931652174
"3450","fBodyAccMag-meanFreq","LAYING",30,0.17601722025
"3451","fBodyAccMag-meanFreq","SITTING",1,0.236655011680851
"3452","fBodyAccMag-meanFreq","SITTING",2,0.130934202854348
"3453","fBodyAccMag-meanFreq","SITTING",3,0.02816007875
"3454","fBodyAccMag-meanFreq","SITTING",4,0.028092110644
"3455","fBodyAccMag-meanFreq","SITTING",5,0.0586075165227273
"3456","fBodyAccMag-meanFreq","SITTING",6,0.128902046152727
"3457","fBodyAccMag-meanFreq","SITTING",7,-0.0112330111875
"3458","fBodyAccMag-meanFreq","SITTING",8,0.121543001092174
"3459","fBodyAccMag-meanFreq","SITTING",9,-0.08061344386
"3460","fBodyAccMag-meanFreq","SITTING",10,0.221566081296296
"3461","fBodyAccMag-meanFreq","SITTING",11,0.198648837339623
"3462","fBodyAccMag-meanFreq","SITTING",12,0.00487835794117647
"3463","fBodyAccMag-meanFreq","SITTING",13,0.150538936606122
"3464","fBodyAccMag-meanFreq","SITTING",14,0.015368050237037
"3465","fBodyAccMag-meanFreq","SITTING",15,0.157506318561017
"3466","fBodyAccMag-meanFreq","SITTING",16,0.240617264101449
"3467","fBodyAccMag-meanFreq","SITTING",17,0.126009669051562
"3468","fBodyAccMag-meanFreq","SITTING",18,0.304581057473684
"3469","fBodyAccMag-meanFreq","SITTING",19,-0.0538580142455342
"3470","fBodyAccMag-meanFreq","SITTING",20,0.0408663540363636
"3471","fBodyAccMag-meanFreq","SITTING",21,0.250062689644706
"3472","fBodyAccMag-meanFreq","SITTING",22,-0.0543672717149677
"3473","fBodyAccMag-meanFreq","SITTING",23,0.162284907683824
"3474","fBodyAccMag-meanFreq","SITTING",24,0.0943831689514706
"3475","fBodyAccMag-meanFreq","SITTING",25,0.194658204369231
"3476","fBodyAccMag-meanFreq","SITTING",26,0.0890797482948718
"3477","fBodyAccMag-meanFreq","SITTING",27,0.207855626508571
"3478","fBodyAccMag-meanFreq","SITTING",28,0.0291999772481944
"3479","fBodyAccMag-meanFreq","SITTING",29,0.250970927783333
"3480","fBodyAccMag-meanFreq","SITTING",30,0.0705937003967742
"3481","fBodyAccMag-meanFreq","STANDING",1,0.284555290773585
"3482","fBodyAccMag-meanFreq","STANDING",2,0.119649963903704
"3483","fBodyAccMag-meanFreq","STANDING",3,-0.000332753967377052
"3484","fBodyAccMag-meanFreq","STANDING",4,-0.102971757742857
"3485","fBodyAccMag-meanFreq","STANDING",5,-0.0169422323298214
"3486","fBodyAccMag-meanFreq","STANDING",6,0.0373542193561403
"3487","fBodyAccMag-meanFreq","STANDING",7,-0.0288451773293208
